,Слово,Частота
2239,напади,2
2240,можливе,2
2241,розвиваються,2
2242,розраховувати,2
2243,шукаючи,2
2244,опозиційному,2
2245,єднаної,2
2246,нинішніх,2
2247,черговий,2
2248,блоку,2
2249,маленької,2
2250,взяв,2
2251,геополітики,2
2252,маллабі,2
2253,обрала,2
2254,лунали,2
2255,незабаром,2
2256,сторінці,2
2257,кампанію,2
2258,приєднатися,2
2259,радикальною,2
2260,слуга,2
2261,представляють,2
2262,третю,2
2263,обіцянки,2
2264,приховує,2
2265,мінімальний,2
2266,сильні,2
2267,пропаганду,2
2268,дмитро,2
2269,відставку,2
2270,припадає,2
2271,запрошували,2
2272,ольга,2
2273,турецькі,2
2274,ефіри,2
2275,доводиться,2
2276,тези,2
2277,повноцінного,2
2278,вектор,2
2279,бачить,2
2280,ключові,2
2281,фракції,2
2282,випадок,2
2283,електронними,2
2284,венчурний,2
2285,являються,2
2286,європі,2
2287,капітал,2
2288,модернізував,2
2289,відійшов,2
2290,мін,2
2291,намагання,2
2292,жертв,2
2293,сусідніх,2
2294,безкоштовне,2
2295,розповіла,2
2296,соціального,2
2297,ветеранів,2
2298,поранення,2
2299,довоєнного,2
2300,норм,2
2301,аналітичного,2
2302,службу,2
2303,експортного,2
2304,кубілюс,2
2305,чернігів,2
2306,ввезення,2
2307,бачив,2
2308,виклик,2
2309,ред,2
2310,фрієр,2
2311,експрезидента,2
2312,містобудівний,2
2313,висновку,2
2314,інфраструктурі,2
2315,спільного,2
2316,маск,2
2317,пастку,2
2318,мідний,2
2319,опозицію,2
2320,автоматично,2
2321,прийняла,2
2322,відповідаючи,2
2323,офісі,2
2324,плани,2
2325,язаннями,2
2326,соколовському,2
2327,киличдароглу,2
2328,фізіологічні,2
2329,борги,2
2330,ризиками,2
2331,вилучати,2
2332,республіканської,2
2333,народної,2
2334,майно,2
2335,довоєнний,2
2336,кількістю,2
2337,колабораціоністів,2
2338,ліки,2
2339,майбутньому,2
2340,похід,2
2341,засновника,2
2342,реального,2
2343,забезпечить,2
2344,запізненням,2
2345,закарпатська,2
2346,боці,2
2347,протезу,2
2348,502,2
2349,порівнювати,2
2350,претендентів,2
2351,корупції,2
2352,темп,2
2353,уникнути,2
2354,слабку,2
2355,продовольчою,2
2356,гравців,2
2357,втратить,2
2358,залишити,2
2359,виявилися,2
2360,сутність,2
2361,риторику,2
2362,намагаючись,2
2363,визнання,2
2364,директор,2
2365,найвищу,2
2366,діяв,2
2367,угоді,2
2368,голосів,2
2369,операційного,2
2370,поступки,2
2371,жовтні,2
2372,необхідну,2
2373,сумніви,2
2374,ситуативні,2
2375,представлені,2
2376,вступаємо,2
2377,відбуватиметься,2
2378,випливає,2
2379,900,2
2380,потребують,2
2381,мінімальну,2
2382,срп,2
2383,банком,2
2384,макрона,2
2385,зменшити,2
2386,загострення,2
2387,геополітика,2
2388,тканинами,2
2389,шкодить,2
2390,ескалація,2
2391,мінно,2
2392,групою,2
2393,загрожують,2
2394,гагаузьку,2
2395,ніші,2
2396,головою,2
2397,батареї,2
2398,діб,2
2399,залежать,2
2400,травми,2
2401,інформаційного,2
2402,олександром,2
2403,зміна,2
2404,мети,2
2405,найкраща,2
2406,вільних,2
2407,69,2
2408,економікам,2
2409,досліджень,2
2410,призвів,2
2411,олігархом,2
2412,альтернативну,2
2413,зерновій,2
2414,старт,2
2415,українському,2
2416,розрахунками,2
2417,додають,2
2418,диверсифікують,2
2419,елементи,2
2420,допоможуть,2
2421,інформаційний,2
2422,текстильного,2
2423,залишиться,2
2424,президентські,2
2425,певної,2
2426,розпал,2
2427,структур,2
2428,долару,2
2429,схемою,2
2430,різними,2
2431,структура,2
2432,язково,2
2433,консенсус,2
2434,любов,2
2435,ампутації,2
2436,інвестиційні,2
2437,стабільну,2
2438,рани,2
2439,чіткіше,2
2440,кшталт,2
2441,трансформацію,2
2442,потребувати,2
2443,своєчасність,2
2444,сигналів,2
2445,підготувала,2
2446,західними,2
2447,працювала,2
2448,сергія,2
2449,улюбленою,2
2450,випадки,2
2451,шановні,2
2452,відкрили,2
2453,параметри,2
2454,імені,2
2455,ключове,2
2456,прибули,2
2457,потрапляють,2
2458,розв,2
2459,160,2
2460,вказують,2
2461,цікава,2
2462,кроків,2
2463,маленький,2
2464,соцмережах,2
2465,перетворилася,2
2466,слабкість,2
2467,провокує,2
2468,картини,2
2469,включає,2
2470,одягу,2
2471,поширення,2
2472,фейків,2
2473,франківська,2
2474,розуміння,2
2475,батьки,2
2476,інфляцією,2
2477,потрібний,2
2478,політичною,2
2479,надмірне,2
2480,отримання,2
2481,суто,2
2482,swift,2
2483,античорногорських,2
2484,корпоративних,2
2485,конкуренцію,2
2486,параметрами,2
2487,цінності,2
2488,важкі,2
2489,згоду,2
2490,сайті,2
2491,виборцями,2
2492,нога,2
2493,виявили,2
2494,бізнесменів,2
2495,держгарантію,2
2496,кредит,2
2497,експертний,2
2498,базується,2
2499,небезпечним,2
2500,напруженість,2
2501,особу,2
2502,ностальгії,2
2503,африка,2
2504,бечич,2
2505,розвинених,2
2506,припинити,2
2507,факторами,2
2508,обвинувачення,2
2509,читанню,2
2510,підготували,2
2511,золоті,2
2512,коштує,2
2513,укрзалізниця,2
2514,відтерміновано,2
2515,чорноморського,2
2516,олійника,2
2517,ресурс,2
2518,пристосований,2
2519,оформилася,2
2520,розшуку,2
2521,випущених,2
2522,орбан,2
2523,заявок,2
2524,оборону,2
2525,власників,2
2526,балкан,2
2527,облігаціями,2
2528,основної,2
2529,добрив,2
2530,дестабілізації,2
2531,зацікавлений,2
2532,завершила,2
2533,розташування,2
2534,платежів,2
2535,факто,2
2536,остання,2
2537,силами,2
2538,одяг,2
2539,банківського,2
2540,лівих,2
2541,постійні,2
2542,попередили,2
2543,57,2
2544,співпраці,2
2545,денис,2
2546,потребу,2
2547,насильства,2
2548,прямий,2
2549,виділив,2
2550,руху,2
2551,дмитра,2
2552,набув,2
2553,зняття,2
2554,олександр,2
2555,галузь,2
2556,столиць,2
2557,вступом,2
2558,мінніханова,2
2559,відбувалася,2
2560,обстріли,2
2561,аналізує,2
2562,газу,2
2563,рублів,2
2564,переможця,2
2565,аргентина,2
2566,яко,2
2567,подібні,2
2568,реальних,2
2569,окупації,2
2570,звернувся,2
2571,призначило,2
2572,відповісти,2
2573,арсена,2
2574,агентів,2
2575,відповідаю,2
2576,спаїча,2
2577,потужностей,2
2578,наклав,2
2579,перегонів,2
2580,дискутували,2
2581,єдина,2
2582,мережа,2
2583,мвс,2
2584,демфронт,2
2585,відношення,2
2586,подальших,2
2587,підтримати,2
2588,блуз,2
2589,користувача,2
2590,відтак,2
2591,захищають,2
2592,перевершують,2
2593,дефолту,2
2594,автономія,2
2595,показала,2
2596,створена,2
2597,погодиться,2
2598,опції,2
2599,антизахідні,2
2600,знизило,2
2601,капіталізацією,2
2602,втричі,2
2603,дружина,2
2604,генерального,2
2605,віялових,2
2606,заходів,2
2607,йтися,2
2608,менеджменту,2
2609,пального,2
2610,виготовлення,2
2611,комутаторів,2
2612,світовий,2
2613,ґрунту,2
2614,перейти,2
2615,детальну,2
2616,поріг,2
2617,столітті,2
2618,робимо,2
2619,намагався,2
2620,придністровське,2
2621,лідера,2
2622,завданих,2
2623,міграція,2
2624,третіх,2
2625,спільноти,2
2626,регіонів,2
2627,громадянства,2
2628,погодився,2
2629,повну,2
2630,завершиться,2
2631,відкрити,2
2632,ліквідності,2
2633,квартири,2
2634,телеком,2
2635,втручання,2
2636,дружби,2
2637,ятаю,2
2638,явився,2
2639,торговців,2
2640,прапор,2
2641,почалися,2
2642,дійти,2
2643,основних,2
2644,відчайдушно,2
2645,elite,2
2646,шансів,2
2647,заборону,2
2648,шешель,2
2649,дали,2
2650,центральні,2
2651,потрібні,2
2652,скрипніков,2
2653,google,2
2654,рупій,2
2655,обмежуватиме,2
2656,спільну,2
2657,геополітичній,2
2658,відсутності,2
2659,потрібне,2
2660,посадовці,2
2661,рівних,2
2662,запаси,2
2663,київстар,2
2664,види,2
2665,змусити,2
2666,заплатити,2
2667,глобальне,2
2668,прозахідна,2
2669,завдає,2
2670,приїхали,2
2671,обговорити,2
2672,детальніше,2
2673,зразок,2
2674,розповіли,2
2675,інженера,2
2676,вручення,2
2677,зауважимо,2
2678,продовження,2
2679,спільної,2
2680,плану,2
2681,справі,2
2682,літак,2
2683,зібрання,2
2684,знають,2
2685,реальна,2
2686,бійці,2
2687,електронних,2
2688,єктивних,2
2689,130,2
2690,розширюватися,2
2691,парламентської,2
2692,1970,2
2693,система,2
2694,роз,2
2695,словах,2
2696,єднана,2
2697,другі,2
2698,резервна,2
2699,вірять,2
2700,пом,2
2701,президентської,2
2702,глави,2
2703,статусі,2
2704,політичним,2
2705,звикли,2
2706,глобальної,2
2707,союзники,2
2708,грає,2
2709,напрям,2
2710,призводить,2
2711,line,2
2712,єп,2
2713,потенціал,2
2714,ударами,2
2715,сотню,2
2716,спостерігають,2
2717,поставок,2
2718,розмежування,2
2719,господарство,2
2720,лімітом,2
2721,проросійський,2
2722,зрозуміли,2
2723,росіянам,2
2724,вимог,2
2725,демфронту,2
2726,довіру,2
2727,регулювання,2
2728,денний,2
2729,чекає,2
2730,кредитний,2
2731,мурсії,2
2732,спілкування,2
2733,наглядових,2
2734,зовнішнього,2
2735,виробником,2
2736,зразка,2
2737,власником,2
2738,мікросхеми,2
2739,найважчі,2
2740,провела,2
2741,зброя,2
2742,відбулася,2
2743,зросте,2
2744,генераторами,2
2745,нікіфорова,2
2746,заступником,2
2747,викликати,2
2748,1995,2
2749,соціалістична,2
2750,працював,2
2751,тіла,2
2752,майданчики,2
2753,уваги,2
2754,підходу,2
2755,зеленському,2
2756,мільйон,2
2757,рекомендуємо,2
2758,вартості,2
2759,врешті,2
2760,переконливий,2
2761,сільське,2
2762,міжнародний,2
2763,автори,2
2764,ненависті,2
2765,зумів,2
2766,позбавлення,2
2767,артилерійські,2
2768,снаряди,2
2769,уникнення,2
2770,залучити,2
2771,дедоларизації,2
2772,кирил,2
2773,структури,2
2774,розпочати,2
2775,відбудеться,2
2776,друзі,2
2777,результатів,2
2778,відмови,2
2779,енергосистемі,2
2780,вважати,2
2781,значної,2
2782,справа,2
2783,підтверджують,2
2784,юзер,2
2785,тенденції,2
2786,знаю,2
2787,перегляду,2
2788,дипломатів,2
2789,рад,2
2790,вилучених,2
2791,точки,2
2792,ясувалося,2
2793,кращому,2
2794,мінекономіки,2
2795,2004,2
2796,гарантована,2
2797,солідарності,2
2798,натовські,2
2799,вирішивши,2
2800,верховної,2
2801,акумуляторів,2
2802,американську,2
2803,орган,2
2804,європою,2
2805,фунт,2
2806,німецького,2
2807,націлені,2
2808,представниками,2
2809,аварійні,2
2810,провідником,2
2811,дозволять,2
2812,факти,2
2813,активним,2
2814,ринкові,2
2815,варгеї,2
2816,башт,2
2817,доля,2
2818,олівер,2
2819,міжнародну,2
2820,професійний,2
2821,довше,2
2822,певною,2
2823,мірою,2
2824,перебільшенням,2
2825,тканини,2
2826,мілатович,2
2827,фоменко,2
2828,брікс,2
2829,ухвалення,2
2830,визнала,2
2831,континенту,2
2832,сотень,2
2833,бренд,2
2834,стилі,2
2835,інстинкт,2
2836,податкових,2
2837,швейні,2
2838,бавовняно,2
2839,зазнали,2
2840,розраховував,2
2841,демократичний,2
2842,вірив,2
2843,домовлявся,2
2844,новій,2
2845,тиску,2
2846,теорії,2
2847,трансформації,2
2848,півтора,2
2849,працюватиме,2
2850,популярного,2
2851,подальший,2
2852,сербський,2
2853,розширили,2
2854,зростуть,2
2855,легкої,2
2856,поразок,2
2857,сенсі,2
2858,потужності,2
2859,бойка,2
2860,упала,2
2861,популізму,2
2862,подав,2
2863,стабільно,2
2864,повідомлялось,2
2865,резніков,2
2866,громадські,2
2867,сподіватися,2
2868,чинного,2
2869,забрати,2
2870,займається,2
2871,мріями,2
2872,імперію,2
2873,податкові,2
2874,реструктуризації,2
2875,вводити,2
2876,силою,2
2877,репутацію,2
2878,бойко,2
2879,зброю,2
2880,потрібна,2
2881,значні,2
2882,картину,2
2883,жорстких,2
2884,винищувачі,2
2885,робила,2
2886,мільярдів,2
2887,потрапив,2
2888,замовили,2
2889,посилання,2
2890,критичною,2
2891,sachs,2
2892,дискусіях,2
2893,передвиборний,2
2894,боррель,2
2895,чорногорію,2
2896,півріччі,2
2897,необхідні,2
2898,пояснював,2
2899,виконавці,2
2900,показників,2
2901,жозеп,2
2902,сценарію,2
2903,повернемося,2
2904,2017,2
2905,понеділок,2
2906,важить,2
2907,жорсткою,2
2908,складати,2
2909,столицям,2
2910,цілому,2
2911,модернізації,2
2912,кабінету,2
2913,виснаження,2
2914,проросійські,2
2915,крапку,2
2916,приміщенні,2
2917,журналістів,2
2918,типу,2
2919,найбільша,2
2920,знищення,2
2921,приємний,2
2922,правилами,2
2923,зеленським,2
2924,реструктуризувати,2
2925,тягнути,2
2926,припустити,2
2927,зменшилася,2
2928,моменти,2
2929,олексій,2
2930,середини,2
2931,приїхав,2
2932,виступає,2
2933,купівлю,2
2934,призвело,2
2935,заводі,2
2936,півночі,2
2937,38,2
2938,злочину,2
2939,уразила,2
2940,сільськогосподарські,2
2941,більшою,2
2942,вагнер,2
2943,обговорювали,2
2944,злочин,2
2945,квадрокоптер,2
2946,сертифікат,2
2947,книг,2
2948,незалежні,2
2949,змогли,2
2950,досягли,2
2951,домогосподарства,2
2952,телеграм,2
2953,власникам,2
2954,викликом,2
2955,наявна,2
2956,лукашенко,2
2957,законопроєктів,2
2958,білорусь,2
2959,поведінкою,2
2960,напад,2
2961,xa0у,2
2962,години,2
2963,великою,2
2964,демократа,2
2965,похитнути,2
2966,проєкт,2
2967,міжнародній,2
2968,обіцяють,2
2969,вузол,2
2970,семи,2
2971,конкурентом,2
2972,політиці,2
2973,істотно,2
2974,стара,2
2975,передані,2
2976,найбільшим,2
2977,джеймс,2
2978,самоврядування,2
2979,питаннях,2
2980,виступив,2
2981,споживачів,2
2982,підлягає,2
2983,видатки,2
2984,громади,2
2985,опонентів,2
2986,головну,2
2987,допомагають,2
2988,закликав,2
2989,можливим,2
2990,нову,2
2991,показовий,2
2992,перейшла,2
2993,розповідала,2
2994,реструктуризацію,2
2995,впаде,2
2996,довгі,2
2997,найважливіше,2
2998,людини,2
2999,володимиром,2
3000,різке,2
3001,якомога,2
3002,статистики,2
3003,кирила,2
3004,стійку,2
3005,петкова,2
3006,органи,2
3007,правило,2
3008,скликання,2
3009,демократи,2
3010,соціал,2
3011,риторика,2
3012,united,2
3013,розпрощатися,2
3014,виборцям,2
3015,відкритого,2
3016,сектору,2
3017,підписали,2
3018,виплат,2
3019,сфери,2
3020,користувачі,2
3021,дозволив,2
3022,формату,2
3023,видатків,2
3024,імпортери,2
3025,моніторингу,2
3026,декларацію,2
3027,xa0і,2
3028,повідомленням,2
3029,чином,2
3030,підходить,2
3031,знижуватися,2
3032,вступила,2
3033,часів,2
3034,маю,2
3035,причетні,2
3036,турецький,2
3037,проєктом,2
3038,шора,2
3039,goldman,2
3040,розуміли,2
3041,аеророзвідки,2
3042,скептично,2
3043,сигнали,2
3044,колах,2
3045,кріс,2
3046,агресивнішими,2
3047,типи,2
3048,сприймають,2
3049,користуватися,2
3050,гнучкість,2
3051,обіймала,2
3052,вплинула,2
3053,підвищити,2
3054,сподіваюся,2
3055,планують,2
3056,способи,2
3057,оцінити,2
3058,долучитися,2
3059,контролює,2
3060,робоча,2
3061,грошової,2
3062,1991,2
3063,армія,2
3064,соціалістичної,2
3065,абазовича,2
3066,дрітана,2
3067,напівпровідники,2
3068,ясності,2
3069,ухвалює,2
3070,співзасновниця,2
3071,збільшили,2
3072,засіб,2
3073,паращій,2
3074,concorde,2
3075,думка,2
3076,верховний,2
3077,уряді,2
3078,скажімо,2
3079,геополітичною,2
3080,комісія,2
3081,збігаються,2
3082,засновник,2
3083,весільними,2
3084,закупці,2
3085,розблокувати,2
3086,крісло,2
3087,неосвічених,2
3088,відповідних,2
3089,белграда,2
3090,атак,2
3091,готівкової,2
3092,цілей,2
3093,постачанням,2
3094,апеляційний,2
3095,складова,2
3096,несуттєво,2
3097,спотворює,2
3098,різко,2
3099,розуміємо,2
3100,основним,2
3101,використовується,2
3102,dragon,2
3103,кроку,2
3104,контакті,2
3105,необхідних,2
3106,тривала,2
3107,хлопці,2
3108,готівковим,2
3109,демократичні,2
3110,агітація,2
3111,викликали,2
3112,територію,2
3113,гостру,2
3114,податковий,2
3115,розпочався,2
3116,працюватимуть,2
3117,суді,2
3118,чорногорських,2
3119,перетворення,2
3120,залишився,2
3121,безпрецедентний,2
3122,жорстка,2
3123,віталій,2
3124,валютний,2
3125,зробила,2
3126,танки,2
3127,підсумками,2
3128,приватного,2
3129,розширити,2
3130,відбуватися,2
3131,близькі,2
3132,людство,2
3133,вантажівку,2
3134,дпс,2
3135,пристосовані,2
3136,збільшення,2
3137,завершити,2
3138,архітектури,2
3139,матеріальну,2
3140,відстані,2
3141,висування,2
3142,налаштування,2
3143,відсотки,2
3144,плюс,2
3145,прямі,2
3146,води,2
3147,валютні,2
3148,matrice,2
3149,станкович,2
3150,збільшити,2
3151,особливий,2
3152,додачу,2
3153,зазначу,2
3154,позитивно,2
3155,значна,2
3156,розібратися,2
3157,межують,2
3158,настав,2
3159,визнають,2
3160,прогрес,2
3161,аналога,2
3162,схвалення,2
3163,здатність,2
3164,керівного,2
3165,досвідчений,2
3166,лівому,2
3167,березі,2
3168,ризик,2
3169,партійну,2
3170,інтеграцією,2
3171,моменту,2
3172,ринкової,2
3173,паралельно,2
3174,trends,2
3175,навчання,2
3176,анна,2
3177,членах,2
3178,підходять,2
3179,ірина,2
3180,юстиції,2
3181,виявлення,2
3182,зібрати,2
3183,сучасного,2
3184,приватні,2
3185,меншою,2
3186,корпоративного,2
3187,член,2
3188,тривають,2
3189,доцільності,2
3190,йшлося,2
3191,ймовірність,2
3192,партнер,2
3193,вийде,2
3194,пошкодження,2
3195,національного,2
3196,довели,2
3197,просербські,2
3198,язниці,2
3199,стійкості,2
3200,критикував,2
3201,мудра,2
3202,невизначеності,2
3203,зафіксований,2
3204,перелік,2
3205,волю,2
3206,скоротилися,2
3207,маском,2
3208,змагання,2
3209,лежала,2
3210,дипрадник,2
3211,претензії,2
3212,аргумент,2
3213,балансування,2
3214,судовий,2
3215,язи,2
3216,безпілотних,2
3217,ближче,2
3218,літальних,2
3219,назвала,2
3220,радев,2
3221,румен,2
3222,посаді,2
3223,реальної,2
3224,конфіскація,2
3225,назвати,2
3226,відзначило,2
3227,головуватиме,2
3228,гостро,2
3229,технологія,2
3230,велике,2
3231,вдвічі,2
3232,солдатів,2
3233,покаже,2
3234,добу,2
3235,огляд,2
3236,думаємо,2
3237,зважилися,2
3238,гаджетами,2
3239,містить,2
3240,змінить,2
3241,бою,2
3242,несе,2
3243,грамів,2
3244,паніки,2
3245,приборкання,2
3246,ділянки,2
3247,хотіли,2
3248,підтримали,2
3249,засобів,2
3250,виведення,2
3251,ключовою,2
3252,значних,2
3253,ваврищук,2
3254,дроном,2
3255,перемогла,2
3256,магазин,2
3257,спроби,2
3258,радіоелектронної,2
3259,фіналістів,2
3260,апетит,2
3261,головного,2
3262,нападів,2
3263,ціль,2
3264,покриття,2
3265,міжбанківському,2
3266,китайський,2
3267,жінку,2
3268,місця,2
3269,розпочатися,2
3270,проходили,2
3271,коротко,2
3272,конфіскацій,2
3273,вимогою,2
3274,радимо,2
3275,технологічний,2
3276,бавовняних,2
3277,застосовують,2
3278,закуповувати,2
3279,річний,2
3280,покладає,2
3281,непрофесійне,2
3282,йшла,2
3283,візиту,2
3284,структурного,2
3285,мріє,2
3286,проходять,2
3287,відомий,2
3288,онлайн,2
3289,складають,2
3290,стартапу,2
3291,2010,2
3292,вашингтон,2
3293,праці,2
3294,пояснюють,2
3295,курсового,2
3296,застосовувати,2
3297,навмисне,2
3298,документи,2
3299,лінії,2
3300,згадують,2
3301,геолокацію,2
3302,аргументів,2
3303,джемінг,2
3304,чай,2
3305,спуфінг,2
3306,заміну,2
3307,допускати,2
3308,надмірний,2
3309,витрат,2
3310,решті,2
3311,золотовалютні,2
3312,називається,2
3313,змінює,2
3314,режимі,2
3315,дізнаємося,2
3316,інвестицією,2
3317,народних,2
3318,апарат,2
3319,змусила,2
3320,стануть,2
3321,будівлі,2
3322,десантісом,2
3323,необхідного,2
3324,переможцем,2
3325,справжнього,2
3326,науковець,2
3327,отримує,2
3328,плаваючого,2
3329,системно,2
3330,охорони,2
3331,явно,2
3332,ділиться,2
3333,глобальною,2
3334,написала,2
3335,отриманих,2
3336,fpv,2
3337,використовує,2
3338,члена,2
3339,невеликі,2
3340,способом,2
3341,інженери,2
3342,збирають,2
3343,ставки,2
3344,високий,2
3345,сягає,2
3346,конфіскованими,2
3347,сказавши,2
3348,визначити,2
3349,радить,2
3350,інвалідністю,2
3351,реальним,2
3352,побоювання,2
3353,задовольнити,2
3354,розробка,2
3355,європарламенті,2
3356,визнає,2
3357,особами,2
3358,американського,2
3359,повноцінне,2
3360,блокувати,2
3361,прагне,2
3362,запам,2
3363,регулюють,2
3364,найближчого,2
3365,комунікація,2
3366,новими,2
3367,постанова,2
3368,посвідчення,2
3369,ніколайчук,2
3370,необхідно,2
3371,проблему,2
3372,переслідування,2
3373,перехопити,2
3374,вимагає,2
3375,перечепиться,2
3376,різких,2
3377,групу,2
3378,відбір,2
3379,проводили,2
3380,американця,2
3381,ворожих,2
3382,опікується,2
3383,убезпечить,2
3384,чекати,2
3385,сучасні,2
3386,зупинити,2
3387,ринком,2
3388,найближчій,2
3389,підкреслює,2
3390,прогнози,2
3391,проросійської,2
3392,будівництва,2
3393,румунія,2
3394,підписала,2
3395,записали,2
3396,європарламенту,2
3397,безкоштовно,2
3398,березні,2
3399,закрили,2
3400,адаптації,2
3401,коригування,2
3402,виконати,2
3403,вузлом,2
3404,складним,2
3405,розташованих,2
3406,стосувалися,2
3407,здатності,2
3408,асоціації,2
3409,гелікоптерами,2
3410,ресурсів,2
3411,правоохоронних,2
3412,конкурувати,2
3413,авторка,2
3414,фактом,2
3415,економічний,2
3416,привід,2
3417,тримають,2
3418,популярним,2
3419,управляє,2
3420,безальтернативним,2
3421,подати,2
3422,комп,2
3423,колег,2
3424,ролик,2
3425,пристрої,2
3426,точна,2
3427,забезпеченні,2
3428,стверджувати,2
3429,шантажу,2
3430,industries,2
3431,parashar,2
3432,власну,2
3433,американських,2
3434,проблемою,2
3435,цикл,2
3436,кнр,2
3437,розповідають,2
3438,етап,2
3439,версії,2
3440,канада,2
3441,деталей,2
3442,перлрот,2
3443,внесення,2
3444,праймериз,2
3445,високими,2
3446,заморозили,2
3447,виключено,2
3448,приміром,2
3449,депутата,2
3450,другої,2
3451,учасникам,2
3452,встановили,2
3453,маска,2
3454,закриття,2
3455,закінчення,2
3456,крюк,2
3457,встановити,2
3458,вплинуло,2
3459,недавно,2
3460,фото,2
3461,військовий,2
3462,законопроєкт,2
3463,головним,2
3464,читання,2
3465,співробітників,2
3466,землею,2
3467,капіталізму,2
3468,натиснути,2
3469,інструменти,2
3470,нерухомість,2
3471,взяти,2
3472,провалу,2
3473,обговорюють,2
3474,парашар,2
3475,трампом,2
3476,бажають,2
3477,забезпечили,2
3478,дотримання,2
3479,правові,2
3480,погоджується,2
3481,найімовірніше,2
3482,режим,2
3483,варшави,2
3484,жешува,2
3485,концепцією,2
3486,контролювати,2
3487,поспішають,2
3488,конфіскацією,2
3489,політичного,2
3490,міркуваннями,2
3491,статки,2
3492,збив,2
3493,ухвалили,2
3494,цивільної,2
3495,порушенням,2
3496,см,2
3497,північно,2
3498,кейс,2
3499,гідравлічні,2
3500,центрів,2
3501,правовій,2
3502,повинен,2
3503,визначеності,2
3504,іноземні,2
3505,делегувати,2
3506,світовим,2
3507,швидкий,2
3508,підготовці,2
3509,закони,2
3510,передавати,2
3511,мобільності,2
3512,початком,2
3513,законодавчих,2
3514,рнбо,2
3515,систематизувати,2
3516,виробляти,2
3517,запит,2
3518,конгресу,2
3519,соціалістами,2
3520,англійські,2
3521,робочій,2
3522,запустити,2
3523,праця,2
3524,заморожено,2
3525,фірма,2
3526,71,2
3527,будівельної,2
3528,масштаби,2
3529,55,2
3530,заморожені,2
3531,австрії,2
3532,королівство,2
3533,єднане,2
3534,польський,2
3535,нижніх,2
3536,ухилення,2
3537,дев,2
3538,резюмує,2
3539,змусило,2
3540,мир,2
3541,гарантує,2
3542,швидке,2
3543,найближчим,2
3544,рейтингу,2
3545,першою,2
3546,становила,2
3547,спецслужби,2
3548,греції,2
3549,користуються,2
3550,олена,2
3551,надії,2
3552,коптерів,2
3553,відкриті,2
3554,очікують,2
3555,тлі,2
3556,вказує,2
3557,становив,2
3558,вдавалося,2
3559,заснував,2
3560,більші,2
3561,російськими,2
3562,75,2
3563,енергетики,2
3564,якісний,2
3565,щомісяця,2
3566,порівняти,2
3567,центробанку,2
3568,заявку,2
3569,стриму,2
3570,сценаріїв,2
3571,весни,2
3572,програмою,2
3573,російській,2
3574,британський,2
3575,довгострокову,2
3576,виробляє,2
3577,призводили,2
3578,обмежилися,2
3579,реагувати,2
3580,імпульси,2
3581,керує,2
3582,оголошення,2
3583,небі,2
3584,сектор,2
3585,життям,2
3586,instruments,2
3587,texas,2
3588,безпілотники,2
3589,піднявся,2
3590,економічному,2
3591,написав,2
3592,організацій,2
3593,епізоди,2
3594,публічних,2
3595,виникнути,2
3596,перекіс,2
3597,високі,2
3598,різний,2
3599,кейси,2
3600,фірму,2
3601,ухвалений,2
3602,номером,2
3603,почалася,2
3604,подальшого,2
3605,очолював,2
3606,технічні,2
3607,полегшити,2
3608,канади,2
3609,мінімально,2
3610,функцію,2
3611,розробці,2
3612,блок,2
3613,800,2
3614,пояснити,2
3615,порушує,2
3616,показало,2
3617,дітей,2
3618,склала,1
3619,120,1
3620,залозецький,1
3621,вузлівський,1
3622,185,1
3623,марилівський,1
3624,спиртзаводи,1
3625,завод,1
3626,ювелірний,1
3627,львівський,1
3628,аукціонах,1
3629,примусово,1
3630,справедливу,1
3631,компенсацію,1
3632,звертаємо,1
3633,неформально,1
3634,розкритикувало,1
3635,несправедливу,1
3636,експропріацію,1
3637,міноритарних,1
3638,обґрунтування,1
3639,арешту,1
3640,найдорожчих,1
3641,мажоритарним,1
3642,проданих,1
3643,відчуження,1
3644,надійти,1
3645,бюджетів,1
3646,нак,1
3647,передано,1
3648,міністерству,1
3649,здійснено,1
3650,неділю,1
3651,надзвичайного,1
3652,порівняння,1
3653,фактичне,1
3654,767,1
3655,продано,1
3656,сенниченко,1
3657,прийняв,1
3658,перезапуск,1
3659,перезапущено,1
3660,малу,1
3661,prozorro,1
3662,продажі,1
3663,проведено,1
3664,220,1
3665,приватизаційних,1
3666,аукціонів,1
3667,пакетом,1
3668,резидентів,1
3669,розкритиковано,1
3670,нафтопереробного,1
3671,працівники,1
3672,пенсійні,1
3673,акціями,1
3674,торгувалися,1
3675,фондовій,1
3676,блакитними,1
3677,фішками,1
3678,43,1
3679,05,1
3680,кременчуцького,1
3681,укртатнафта,1
3682,дрібних,1
3683,поділена,1
3684,ярославським,1
3685,верховна,1
3686,підписано,1
3687,несправедливого,1
3688,габер,1
3689,ясував,1
3690,парижа,1
3691,353,1
3692,входили,1
3693,нинішні,1
3694,боголюбовим,1
3695,управлінську,1
3696,керівником,1
3697,негативний,1
3698,інвестиційний,1
3699,клімат,1
3700,примусового,1
3701,замінила,1
3702,виконавчий,1
3703,менеджмент,1
3704,азс,1
3705,wog,1
3706,корецького,1
3707,акціонер,1
3708,геннадієм,1
3709,рози,1
3710,тапанової,1
3711,співтовариство,1
3712,вірогідно,1
3713,інвестиційне,1
3714,безоплатно,1
3715,відома,1
3716,олігархами,1
